"","LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","WTCPUE","NUMCPUE","COMMON","SCIENTIFIC","SID","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL"
"295972","59.83537","-172.27811","PO2423","43","2008","07/02/2008 18:21","1.6643","130.6953","Arctic cod","Boreogadus saida","21725","75","-1.2","4.6","89","200801","123                                                                                                                                                                                                                                                                                                                                                                                     "
"295987","60.67245","-175.4259","R-28","61","2008","07/17/2008 17:11",".0167",".5576","Arctic cod","Boreogadus saida","21725","107","-1.2","5","88","200801","183                                                                                                                                                                                                                                                                                                                                                                                             "
"296047","60.67441","-172.14079","R-23","41","2008","07/02/2008 10:28",".1876","13.1749","Arctic cod","Boreogadus saida","21725","60","-1.6","4.7","89","200801","120                                                                                                                                                                                                                                                                                                                                                                                         "
"296083","60.67474","-172.7672","R-24","41","2008","07/02/2008 07:06",".0376","2.2983","Arctic cod","Boreogadus saida","21725","46","-.3","1.7","89","200801","119                                                                                                                                                                                                                                                                                                                                                                                            "
"296107","60.67485","-174.79761","R-27","41","2008","07/18/2008 07:15","1.9299","45.376","Arctic cod","Boreogadus saida","21725","98","-1.6","5","88","200801","184                                                                                                                                                                                                                                                                                                                                                                                           "
"296143","59.98323","-170.631","P-21","41","2008","06/30/2008 16:44",".5625","26.7848","Arctic cod","Boreogadus saida","21725","65","-1.5","4.8","88","200801","113                                                                                                                                                                                                                                                                                                                                                                                           "
"296288","59.985","-169.9502","P-20","41","2008","06/30/2008 11:58",".6068","37.2832","Arctic cod","Boreogadus saida","21725","54","-.9","4","89","200801","111                                                                                                                                                                                                                                                                                                                                                                                               "
"296309","59.99324","-172.608","P-24","43","2008","07/01/2008 12:45",".0828","4.5348","Arctic cod","Boreogadus saida","21725","66","-1.5","4.2","88","200801","116                                                                                                                                                                                                                                                                                                                                                                                            "
"296356","60.30406","-173.3795","Q-25","43","2008","07/15/2008 14:23",".693","36.9748","Arctic cod","Boreogadus saida","21725","62","-1.3","4.3","89","200801","167                                                                                                                                                                                                                                                                                                                                                                                           "
"296378","60.68857","-176.2099","R-29","61","2008","07/18/2008 14:55",".0061",".5927","Arctic cod","Boreogadus saida","21725","118",".1","5.7","89","200801","183                                                                                                                                                                                                                                                                                                                                                                                             "
"296388","60.98484","-171.4328","S-22","41","2008","07/01/2008 12:00",".0798","5.4019","Arctic cod","Boreogadus saida","21725","59","-1.6","4.5","89","200801","116                                                                                                                                                                                                                                                                                                                                                                                           "
"296430","60.99114","-174.188","S-26","41","2008","07/16/2008 07:32",".9737","21.8133","Arctic cod","Boreogadus saida","21725","83","-1.7","5.2","88","200801","174                                                                                                                                                                                                                                                                                                                                                                                           "
"296468","59.65403","-167.94611","O-01","20","2008","06/23/2008 11:58",".0336","1.4188","Arctic cod","Boreogadus saida","21725","32","0","0","89","200801","83                                                                                                                                                                                                                                                                                                                                                                                                "
"296494","59.6554","-174.4473","O-27","62","2008","07/14/2008 18:15",".014",".776","Arctic cod","Boreogadus saida","21725","115","1.1","5.3","88","200801","167                                                                                                                                                                                                                                                                                                                                                                                               "
"296528","59.99425","-173.97121","P-26","43","2008","07/15/2008 10:20",".8778","60.402","Arctic cod","Boreogadus saida","21725","97","-.1","5","88","200801","169                                                                                                                                                                                                                                                                                                                                                                                             "
"296593","60.32112","-174.0723","Q-26","43","2008","07/15/2008 16:55","4.168","231.8604","Arctic cod","Boreogadus saida","21725","91","-.4","4.1","88","200801","172                                                                                                                                                                                                                                                                                                                                                                                          "
"296619","60.32278","-170.0313","Q-20","20","2008","06/30/2008 14:18","1.0834","82.1044","Arctic cod","Boreogadus saida","21725","53","-1.3","4.8","89","200801","112                                                                                                                                                                                                                                                                                                                                                                                         "
"296647","60.99398","-173.50661","S-25","41","2008","07/15/2008 19:11",".2059","14.0695","Arctic cod","Boreogadus saida","21725","76","-1.6","5.3","89","200801","169                                                                                                                                                                                                                                                                                                                                                                                         "
"296727","59.65613","-170.5769","O-21","41","2008","06/30/2008 14:25",".2697","14.4355","Arctic cod","Boreogadus saida","21725","66","-1.5","4.6","88","200801","112                                                                                                                                                                                                                                                                                                                                                                                          "
"296744","59.65726","-169.91541","O-20","41","2008","06/30/2008 09:35","1.7837","88.8814","Arctic cod","Boreogadus saida","21725","56","-.9","4.5","89","200801","110                                                                                                                                                                                                                                                                                                                                                                                         "
"296824","60.00126","-175.3019","P-28","61","2008","07/21/2008 10:04",".0183","1.3941","Arctic cod","Boreogadus saida","21725","118",".9","5.6","89","200801","196                                                                                                                                                                                                                                                                                                                                                                                            "
"296870","60.32498","-171.3524","Q-22","41","2008","07/01/2008 07:04",".548","46.5775","Arctic cod","Boreogadus saida","21725","66","-1.6","5.3","89","200801","114                                                                                                                                                                                                                                                                                                                                                                                           "
"296928","60.9966","-177.6364","S-31","90","2008","07/18/2008 07:22",".0065",".3921","Arctic cod","Boreogadus saida","21725","135",".7","5.9","89","200801","180                                                                                                                                                                                                                                                                                                                                                                                              "
"296942","60.99829","-172.78819","S-24","41","2008","07/01/2008 16:42",".4123","25.069","Arctic cod","Boreogadus saida","21725","66","-1.5","3","89","200801","118                                                                                                                                                                                                                                                                                                                                                                                            "
"296984","61.00046","-176.99429","S-30","90","2008","07/18/2008 09:53",".0265","1.9744","Arctic cod","Boreogadus saida","21725","122",".5","5.7","89","200801","181                                                                                                                                                                                                                                                                                                                                                                                           "
"297003","59.66098","-173.8463","O-26","62","2008","07/14/2008 17:35",".1656","11.1444","Arctic cod","Boreogadus saida","21725","104",".1","4.8","89","200801","164                                                                                                                                                                                                                                                                                                                                                                                           "
"297073","60.00207","-171.2664","P-22","41","2008","07/01/2008 07:22",".4336","25.3016","Arctic cod","Boreogadus saida","21725","69","-1.4","4.7","88","200801","114                                                                                                                                                                                                                                                                                                                                                                                          "
"297116","60.00352","-174.59801","P-27","62","2008","07/18/2008 14:09",".0951","5.7217","Arctic cod","Boreogadus saida","21725","107",".5","5","88","200801","187                                                                                                                                                                                                                                                                                                                                                                                             "
"297117","60.00394","-176.7388","P-30","61","2008","07/20/2008 09:52",".0308","1.5589","Arctic cod","Boreogadus saida","21725","141","1","5.9","89","200801","191                                                                                                                                                                                                                                                                                                                                                                                             "
"297132","60.33307","-167.2863","Q-02","20","2008","06/23/2008 07:34",".0235","1.1511","Arctic cod","Boreogadus saida","21725","30","3.4","3.4","88","200801","81                                                                                                                                                                                                                                                                                                                                                                                             "
"297147","60.33313","-168.6566","Q-18","20","2008","06/23/2008 12:49",".0752","4.3436","Arctic cod","Boreogadus saida","21725","37","1.7","1.9","88","200801","83                                                                                                                                                                                                                                                                                                                                                                                             "
"297243","61.00291","-172.1485","S-23","41","2008","07/01/2008 14:27",".0676","5.2025","Arctic cod","Boreogadus saida","21725","63","-1.6","3.4","89","200801","117                                                                                                                                                                                                                                                                                                                                                                                           "
"297253","61.00324","-175.5463","S-28","90","2008","07/17/2008 10:53",".0157","1.2047","Arctic cod","Boreogadus saida","21725","102","-.7","4.8","88","200801","181                                                                                                                                                                                                                                                                                                                                                                                           "
"297387","60.00456","-177.2328","P-31","61","2008","07/20/2008 07:45",".0104",".5793","Arctic cod","Boreogadus saida","21725","137","1","6.7","89","200801","190                                                                                                                                                                                                                                                                                                                                                                                              "
"297397","60.01101","-168.6512","P-18","20","2008","06/23/2008 16:49",".2704","11.9873","Arctic cod","Boreogadus saida","21725","39","1.7","2.9","89","200801","85                                                                                                                                                                                                                                                                                                                                                                                            "
"297528","61.00708","-174.8877","S-27","82","2008","07/17/2008 13:58","1.1122","32.107","Arctic cod","Boreogadus saida","21725","92","-1.6","4.9","88","200801","182                                                                                                                                                                                                                                                                                                                                                                                          "
"297543","61.00877","-176.30409","S-29","90","2008","07/18/2008 12:29",".0222","1.1386","Arctic cod","Boreogadus saida","21725","112","-.3","5.7","89","200801","182                                                                                                                                                                                                                                                                                                                                                                                          "
"297589","59.66573","-176.5128","O-30","61","2008","07/21/2008 18:33",".017",".3853","Arctic cod","Boreogadus saida","21725","136","1.2","7.1","89","200801","199                                                                                                                                                                                                                                                                                                                                                                                             "
"297609","59.66687","-171.9236","O-23","43","2008","07/03/2008 07:06",".2652","20.5232","Arctic cod","Boreogadus saida","21725","77","-1.2","4.4","89","200801","124                                                                                                                                                                                                                                                                                                                                                                                          "
"297659","60.01467","-173.31149","P-25","43","2008","07/15/2008 07:12","1.403","79.5944","Arctic cod","Boreogadus saida","21725","74","-1.2","4.3","89","200801","165                                                                                                                                                                                                                                                                                                                                                                                         "
"297756","60.33589","-170.6124","Q-21","41","2008","06/30/2008 16:36",".4894","34.8419","Arctic cod","Boreogadus saida","21725","61","-1.5","5.3","89","200801","113                                                                                                                                                                                                                                                                                                                                                                                          "
"297792","61.30172","-175.653","T-28","90","2008","07/17/2008 08:27",".0137",".3812","Arctic cod","Boreogadus saida","21725","98","-1.2","5","88","200801","180                                                                                                                                                                                                                                                                                                                                                                                               "
"297862","59.66696","-171.2942","O-22","41","2008","07/03/2008 09:30",".472","32.9863","Arctic cod","Boreogadus saida","21725","72","-1.4","4","89","200801","125                                                                                                                                                                                                                                                                                                                                                                                             "
"297908","60.01501","-169.3291","P-19","20","2008","06/23/2008 17:47","2.3693","115.5682","Arctic cod","Boreogadus saida","21725","46",".4","3.7","88","200801","85                                                                                                                                                                                                                                                                                                                                                                                           "
"297967","60.01503","-171.9769","P-23","43","2008","07/01/2008 10:07",".0585","3.88","Arctic cod","Boreogadus saida","21725","65","-1.5","4.6","88","200801","115                                                                                                                                                                                                                                                                                                                                                                                             "
"298043","60.34128","-174.71519","Q-27","62","2008","07/18/2008 09:48",".7102","31.562","Arctic cod","Boreogadus saida","21725","103","-.6","5.2","88","200801","185                                                                                                                                                                                                                                                                                                                                                                                          "
"298066","61.32098","-174.32629","T-26","82","2008","07/16/2008 10:06",".2705","19.9017","Arctic cod","Boreogadus saida","21725","78","-1.7","5.1","88","200801","175                                                                                                                                                                                                                                                                                                                                                                                         "
"298094","61.32504","-173.5834","T-25","82","2008","07/16/2008 07:02",".0653","5.8475","Arctic cod","Boreogadus saida","21725","74","-1.7","5.3","89","200801","170                                                                                                                                                                                                                                                                                                                                                                                           "
"298132","59.67295","-168.6283","O-18","20","2008","06/24/2008 07:08",".0391","1.6984","Arctic cod","Boreogadus saida","21725","39","1.4","3.5","89","200801","86                                                                                                                                                                                                                                                                                                                                                                                             "
"298175","59.67789","-172.5677","O-24","43","2008","07/03/2008 07:04",".5271","31.4588","Arctic cod","Boreogadus saida","21725","85","-1.2","4.3","88","200801","124                                                                                                                                                                                                                                                                                                                                                                                          "
"298243","60.34188","-169.3172","Q-19","20","2008","06/23/2008 15:12","37.4467","1657.9586","Arctic cod","Boreogadus saida","21725","44",".2","4.6","88","200801","84                                                                                                                                                                                                                                                                                                                                                                                         "
"298274","60.34576","-172.0659","Q-23","43","2008","07/02/2008 13:09",".2773","6.3459","Arctic cod","Boreogadus saida","21725","59","-1.6","3.1","89","200801","121                                                                                                                                                                                                                                                                                                                                                                                           "
"298306","61.32752","-174.9799","T-27","82","2008","07/16/2008 18:06","235.2469","5436.9363","Arctic cod","Boreogadus saida","21725","88","-1.7","5.1","88","200801","178                                                                                                                                                                                                                                                                                                                                                                                     "
"298337","61.33382","-176.9286","T-30","90","2008","07/17/2008 17:06",".0019",".1945","Arctic cod","Boreogadus saida","21725","116",".2","5.7","89","200801","179                                                                                                                                                                                                                                                                                                                                                                                             "
"298392","59.6832","-169.26421","O-19","20","2008","06/24/2008 06:46","1.7065","86.9583","Arctic cod","Boreogadus saida","21725","47","-.1","3.3","88","200801","86                                                                                                                                                                                                                                                                                                                                                                                           "
"298468","61.34265","-176.33859","T-29","90","2008","07/17/2008 14:30",".0296","1.5564","Arctic cod","Boreogadus saida","21725","106","-.6","5.2","89","200801","178                                                                                                                                                                                                                                                                                                                                                                                          "
"298485","61.65435","-174.403","U-26","82","2008","07/16/2008 12:48",".8084","30.4272","Arctic cod","Boreogadus saida","21725","77","-1.6","5.5","88","200801","176                                                                                                                                                                                                                                                                                                                                                                                           "
"298525","59.68446","-173.2757","O-25","43","2008","07/02/2008 13:08",".9757","53.5379","Arctic cod","Boreogadus saida","21725","94","-.7","3.9","88","200801","121                                                                                                                                                                                                                                                                                                                                                                                           "
"298547","60.10438","-173.7726","QP2625","43","2008","07/15/2008 14:02","3.1309","180.1565","Arctic cod","Boreogadus saida","21725","89","-.8","4.1","88","200801","171                                                                                                                                                                                                                                                                                                                                                                                       "
"298588","61.65549","-173.6673","U-25","82","2008","07/16/2008 09:30",".5225","21.4945","Arctic cod","Boreogadus saida","21725","70","-1.6","5.1","89","200801","171                                                                                                                                                                                                                                                                                                                                                                                          "
"298659","60.1714","-172.34979","QP2423","43","2008","07/02/2008 15:36",".7606","33.1723","Arctic cod","Boreogadus saida","21725","58","-.6","3.9","89","200801","122                                                                                                                                                                                                                                                                                                                                                                                         "
"298679","60.17767","-174.33369","QP2726","43","2008","07/18/2008 12:06",".6418","31.8488","Arctic cod","Boreogadus saida","21725","100",".2","5","88","200801","186                                                                                                                                                                                                                                                                                                                                                                                          "
"298697","61.67654","-175.0699","U-27","82","2008","07/16/2008 15:27","1.5837","50.1668","Arctic cod","Boreogadus saida","21725","85","-1.4","5.4","88","200801","177                                                                                                                                                                                                                                                                                                                                                                                         "
"298721","61.68029","-176.4406","U-29","90","2008","07/17/2008 11:55",".1384","6.3767","Arctic cod","Boreogadus saida","21725","104","-.8","5.3","89","200801","177                                                                                                                                                                                                                                                                                                                                                                                           "
"298737","61.68847","-175.787","U-28","82","2008","07/17/2008 09:27",".6655","31.042","Arctic cod","Boreogadus saida","21725","95","-1.3","4.8","89","200801","176                                                                                                                                                                                                                                                                                                                                                                                            "
"298815","60.65514","-171.4232","R-22","41","2008","07/01/2008 09:32",".2887","14.2162","Arctic cod","Boreogadus saida","21725","63","-1.6","5.5","89","200801","115                                                                                                                                                                                                                                                                                                                                                                                          "
"298842","60.65614","-174.1189","R-26","41","2008","07/15/2008 19:54",".3634","19.71","Arctic cod","Boreogadus saida","21725","87","-1.2","4.8","88","200801","173                                                                                                                                                                                                                                                                                                                                                                                            "
"299223","57.50008","-169.34367","IH2019","42","2010","07/02/2010 14:21",".0063",".8723","Arctic cod","Boreogadus saida","21725","70","-1.1","5","89","201001","104                                                                                                                                                                                                                                                                                                                                                                                           "
"299259","57.81798","-168.73752","JI1918","42","2010","07/02/2010 09:46",".2298","15.1966","Arctic cod","Boreogadus saida","21725","70","-1.2","4.9","89","201001","102                                                                                                                                                                                                                                                                                                                                                                                       "
"299336","58.3568","-169.74183","K-20","41","2010","07/11/2010 09:27",".2168","15.7842","Arctic cod","Boreogadus saida","21725","69","-1.4","6.5","162","201001","154                                                                                                                                                                                                                                                                                                                                                                                         "
"299374","58.66247","-167.88273","L-01","20","2010","06/24/2010 07:05",".018","1.717","Arctic cod","Boreogadus saida","21725","47","1.6","1.6","89","201001","80                                                                                                                                                                                                                                                                                                                                                                                              "
"299411","58.6634","-166.55767","L-03","20","2010","06/19/2010 14:08",".2222","15.1615","Arctic cod","Boreogadus saida","21725","42","1.9","1.9","162","201001","65                                                                                                                                                                                                                                                                                                                                                                                           "
"299438","58.99968","-171.75587","M-23","41","2010","07/08/2010 14:42",".0079",".748","Arctic cod","Boreogadus saida","21725","87",".8","6.1","89","201001","127                                                                                                                                                                                                                                                                                                                                                                                              "
"299455","58.99992","-171.10603","M-22","41","2010","07/08/2010 12:10","3.1556","329.0622","Arctic cod","Boreogadus saida","21725","76","-1.4","5.7","89","201001","126                                                                                                                                                                                                                                                                                                                                                                                       "
"299502","59.33528","-167.95718","N-01","20","2010","06/22/2010 17:51",".6144","74.1238","Arctic cod","Boreogadus saida","21725","41","1.9","2.1","162","201001","80                                                                                                                                                                                                                                                                                                                                                                                          "
"299546","59.33575","-173.77523","N-26","62","2010","07/22/2010 14:29",".0016",".2021","Arctic cod","Boreogadus saida","21725","110","2.1","8.5","162","201001","181                                                                                                                                                                                                                                                                                                                                                                                          "
"299593","59.83018","-172.3004","PO2423","43","2010","07/24/2010 07:13",".0699","4.193","Arctic cod","Boreogadus saida","21725","76","-1.3","8.1","162","201001","189                                                                                                                                                                                                                                                                                                                                                                                         "
"299613","59.83052","-173.556","PO2625","43","2010","07/25/2010 10:04",".4862","40.5342","Arctic cod","Boreogadus saida","21725","94","-.3","8.4","162","201001","196                                                                                                                                                                                                                                                                                                                                                                                         "
"299666","59.83323","-174.20117","PO2726","62","2010","07/26/2010 14:02",".0339","2.4829","Arctic cod","Boreogadus saida","21725","106","1.3","8.6","162","201001","203                                                                                                                                                                                                                                                                                                                                                                                       "
"300167","57.83157","-169.31233","JI2019","42","2010","07/07/2010 06:52",".053","3.9715","Arctic cod","Boreogadus saida","21725","66","-1.4","6","162","201001","133                                                                                                                                                                                                                                                                                                                                                                                          "
"300214","57.84035","-169.95332","JI2120","42","2010","07/07/2010 09:32",".0202","1.4731","Arctic cod","Boreogadus saida","21725","71","-1.1","6.2","162","201001","134                                                                                                                                                                                                                                                                                                                                                                                       "
"300364","59.00103","-167.86188","M-01","20","2010","06/23/2010 14:34",".1381","14.389","Arctic cod","Boreogadus saida","21725","42","1.5","1.6","89","201001","79                                                                                                                                                                                                                                                                                                                                                                                            "
"300388","59.3373","-166.5651","N-03","20","2010","06/23/2010 07:07",".2096","22.7061","Arctic cod","Boreogadus saida","21725","28","3.7","3.7","89","201001","76                                                                                                                                                                                                                                                                                                                                                                                             "
